"sede","fecha","cantidad_visitantes","cantidad_combos","gasto_total","propina","tiempo_espera","satisfaccion_cliente","numero_de_mesas_disponibles"
"Gratuidad_Universitaria",2022-11-06,42,3,6000,201,4.6,95.4,25
"Justicia_Social",2022-11-06,12,3,6000,118,6.2,93.7,22
"Sede_Vergara",2022-11-06,8,2,4000,183,3.9,102.9,28
"Escuela_Universitaria_de_Ingles",2022-11-06,40,5,10000,251,10.5,89.2,15
"Trabajo_Argentino",2022-11-07,7,3,6000,527,6.7,96.3,12
"Marcos_Paz",2022-11-07,23,3,6000,184,7.4,94.6,13
"Rectorado",2022-11-07,4,4,8000,235,7,91.3,26
"Gestion_estudiantil",2022-11-07,20,4,8000,286,6.4,87.7,24
"Biblioteca",2022-11-07,44,5,10000,205,9.4,86.8,20
"Laboratorios",2022-11-07,7,3,6000,255,6.5,95.5,14
"Auditorio",2022-11-07,11,2,4000,281,4.3,97.8,27
"PIA",2022-11-07,20,2,4000,279,3.8,100.4,16
"Playon",2022-11-07,7,4,8000,135,8.6,92.7,23
"Justicia_Social",2022-11-07,14,4,8000,164,8.1,83.4,13
"Sede_Vergara",2022-11-07,43,4,8000,146,9.9,78.5,15
"Polideportivo",2022-11-07,11,2,4000,140,4.5,93.1,22
"Escuela_Universitaria_de_Ingles",2022-11-07,21,2,4000,150,4.2,84.4,15
"Trabajo_Argentino",2022-11-08,24,3,6000,302,5.7,95.8,13
"Malvinas_Argentinas",2022-11-08,5,2,4000,285,4.6,90.6,19
"Marcos_Paz",2022-11-08,18,3,6000,147,6.7,82.3,12
"Rectorado",2022-11-08,9,4,8000,214,9.9,94.8,22
"Gestion_estudiantil",2022-11-08,14,3,6000,240,6,97.3,27
"Biblioteca",2022-11-08,24,2,4000,236,3.7,103,27
"Laboratorios",2022-11-08,7,2,4000,161,4.5,89.5,21
"Invernaula",2022-11-08,22,3,6000,241,7,99.1,15
"Auditorio",2022-11-08,2,4,8000,150,7.1,85.3,13
"PIA",2022-11-08,27,4,8000,225,8.3,86.4,26
"Playon",2022-11-08,13,5,10000,286,8.5,89.8,23
"Gratuidad_Universitaria",2022-11-08,4,5,10000,279,9.3,91.9,26
"Justicia_Social",2022-11-08,23,4,8000,133,6.4,100.4,29
"Sede_Vergara",2022-11-08,30,5,10000,255,7.5,94.2,15
"Polideportivo",2022-11-08,27,4,8000,162,9.1,92.7,23
"Escuela_Universitaria_de_Ingles",2022-11-08,26,5,10000,243,12.5,90.7,26
"Trabajo_Argentino",2022-11-09,27,6,12000,332,14.8,86.3,12
"Marcos_Paz",2022-11-09,11,3,6000,162,6.3,104.1,23
"Rectorado",2022-11-09,17,3,6000,205,6.2,97.8,21
"Gestion_estudiantil",2022-11-09,12,3,6000,214,5.7,103.8,12
"Biblioteca",2022-11-09,32,4,8000,276,7.2,94.6,11
"Laboratorios",2022-11-09,17,5,10000,142,10.4,81.5,13
"Invernaula",2022-11-09,22,2,4000,227,4,92.7,12
"Auditorio",2022-11-09,15,4,8000,149,9.6,97.7,15
"PIA",2022-11-09,26,4,8000,210,6.3,102.7,21
"Playon",2022-11-09,24,4,8000,145,9.8,99.7,26
"Gratuidad_Universitaria",2022-11-09,6,2,4000,200,4.1,94.9,13
"Justicia_Social",2022-11-09,12,4,8000,245,6.6,88.6,15
"Sede_Vergara",2022-11-09,10,4,8000,253,7.6,82.9,24
"Polideportivo",2022-11-09,20,4,8000,256,7.1,91.1,13
"Escuela_Universitaria_de_Ingles",2022-11-09,9,4,8000,182,9.5,87.5,13
"Trabajo_Argentino",2022-11-10,7,6,12000,437,14.8,90.3,12
"Malvinas_Argentinas",2022-11-10,6,2,4000,253,4.8,90.7,11
"Marcos_Paz",2022-11-10,23,5,10000,297,8.1,90.3,28
"Rectorado",2022-11-10,5,3,6000,298,5.2,89.2,24
"Gestion_estudiantil",2022-11-10,27,2,4000,280,3.8,93.7,25
"Biblioteca",2022-11-10,27,5,10000,203,7.7,94.1,30
"Laboratorios",2022-11-10,8,3,6000,257,7.1,97.8,13
"Invernaula",2022-11-10,22,4,8000,150,9.1,97.7,24
"Auditorio",2022-11-10,11,4,8000,105,6.6,102.7,18
"PIA",2022-11-10,38,5,10000,179,12.2,80.1,14
"Playon",2022-11-10,25,4,8000,133,6,89,18
"Gratuidad_Universitaria",2022-11-10,13,4,8000,244,6.6,87.6,23
"Justicia_Social",2022-11-10,5,3,6000,136,6.5,94.2,14
"Sede_Vergara",2022-11-10,11,5,10000,120,10.5,93.8,15
"Polideportivo",2022-11-10,26,5,10000,186,7.5,93.9,24
"Escuela_Universitaria_de_Ingles",2022-11-10,23,3,6000,234,5.5,98.1,22
"Trabajo_Argentino",2022-11-11,33,4,8000,332,8.9,98.9,25
"Malvinas_Argentinas",2022-11-11,3,4,8000,171,9,87.5,24
"Marcos_Paz",2022-11-11,23,2,4000,139,4.1,93.9,23
"Gestion_estudiantil",2022-11-11,39,5,10000,275,9.1,93.5,13
"Biblioteca",2022-11-11,54,5,10000,182,12.2,88.3,14
"Laboratorios",2022-11-11,29,4,8000,206,7.6,97.8,17
"Invernaula",2022-11-11,18,2,4000,132,4.6,96.6,23
"Auditorio",2022-11-11,14,3,6000,250,6.2,96.6,22
"PIA",2022-11-11,24,5,10000,117,11.2,80.8,12
"Playon",2022-11-11,35,5,10000,216,12,87.1,28
"Gratuidad_Universitaria",2022-11-11,26,2,4000,226,4.4,94.3,20
"Justicia_Social",2022-11-11,30,2,4000,280,3.7,101.9,24
"Sede_Vergara",2022-11-11,37,5,10000,170,12.5,80.6,27
"Polideportivo",2022-11-11,40,3,6000,241,5.7,81.5,12
"Escuela_Universitaria_de_Ingles",2022-11-11,41,3,6000,182,5.7,94.7,14
"Trabajo_Argentino",2022-11-12,34,3,6000,454,5.3,92.6,11
"Malvinas_Argentinas",2022-11-12,2,5,10000,231,12.4,92.1,24
"Marcos_Paz",2022-11-12,36,2,4000,203,3.5,106.2,25
"Rectorado",2022-11-12,13,3,6000,114,6.3,96.9,19
"Gestion_estudiantil",2022-11-12,34,2,4000,288,4.4,92.2,16
"Biblioteca",2022-11-12,15,2,4000,222,4.1,93.1,14
"Laboratorios",2022-11-12,16,3,6000,222,5.1,85.9,10
"Invernaula",2022-11-12,47,5,10000,188,9,90.1,26
"Auditorio",2022-11-12,35,3,6000,270,5.3,100.6,23
"PIA",2022-11-12,40,4,8000,203,7.9,104.4,27
"Playon",2022-11-12,22,4,8000,135,6.4,88,25
"Gratuidad_Universitaria",2022-11-12,29,4,8000,294,8.2,84.8,21
"Justicia_Social",2022-11-12,57,4,8000,285,7.9,104.3,10
"Sede_Vergara",2022-11-12,24,2,4000,235,3.3,99.2,20
"Polideportivo",2022-11-12,34,5,10000,128,8.5,92.4,26
"Escuela_Universitaria_de_Ingles",2022-11-12,49,5,10000,112,8.8,88,30
"Marcos_Paz",2022-11-13,34,3,6000,122,7.2,89.6,19
"Rectorado",2022-11-13,17,4,8000,122,6.1,92.3,30
"Gestion_estudiantil",2022-11-13,37,5,10000,147,8.9,91.6,11
"Auditorio",2022-11-13,27,2,4000,257,3.1,93.9,22
"PIA",2022-11-13,28,4,8000,299,6.7,87.8,23
"Playon",2022-11-13,20,2,4000,141,4.7,90.1,30
"Gratuidad_Universitaria",2022-11-13,10,5,10000,245,12.3,89.7,23
"Justicia_Social",2022-11-13,26,5,10000,191,7.6,92.4,26
"Sede_Vergara",2022-11-13,12,4,8000,205,7.6,88.5,21
"Escuela_Universitaria_de_Ingles",2022-11-13,54,4,8000,289,9.4,90.6,12
"Trabajo_Argentino",2022-11-14,2,6,12000,376,10.3,95.6,24
"Marcos_Paz",2022-11-14,11,3,6000,186,4.5,97.6,21
"Rectorado",2022-11-14,10,2,4000,101,3.3,92.3,25
"Gestion_estudiantil",2022-11-14,13,2,4000,235,3.8,91.7,23
"Biblioteca",2022-11-14,33,4,8000,267,6.9,84.8,29
"Laboratorios",2022-11-14,3,5,10000,118,9.9,93,29
"Auditorio",2022-11-14,6,4,8000,262,9.1,89.4,16
"PIA",2022-11-14,26,3,6000,218,6.7,91.4,16
"Playon",2022-11-14,8,5,10000,241,10.3,84.2,30
"Justicia_Social",2022-11-14,2,5,10000,288,7.6,82.1,30
"Sede_Vergara",2022-11-14,35,2,4000,275,3.1,97.9,27
"Polideportivo",2022-11-14,6,4,8000,158,6.4,96.7,23
"Escuela_Universitaria_de_Ingles",2022-11-14,23,5,10000,257,12.1,89.8,20
"Trabajo_Argentino",2022-11-15,24,4,8000,424,8.4,92.8,12
"Malvinas_Argentinas",2022-11-15,4,2,4000,251,3.1,95.1,17
"Marcos_Paz",2022-11-15,26,5,10000,177,8.7,89.9,27
"Rectorado",2022-11-15,10,4,8000,299,8.8,95.6,10
"Gestion_estudiantil",2022-11-15,21,2,4000,254,5,93,13
"Biblioteca",2022-11-15,14,3,6000,299,7.1,101.6,28
"Laboratorios",2022-11-15,23,2,4000,278,3.8,102.8,25
"Invernaula",2022-11-15,21,3,6000,278,5.2,91.6,16
"Auditorio",2022-11-15,18,4,8000,255,8.4,94.4,13
"PIA",2022-11-15,41,4,8000,147,8.5,88.5,22
"Playon",2022-11-15,17,4,8000,282,8.4,88.6,13
"Gratuidad_Universitaria",2022-11-15,24,5,10000,106,12.2,90.8,19
"Justicia_Social",2022-11-15,6,3,6000,289,5.5,90,13
"Sede_Vergara",2022-11-15,15,3,6000,245,6.3,96.4,21
"Polideportivo",2022-11-15,15,3,6000,253,6.4,96.9,13
"Escuela_Universitaria_de_Ingles",2022-11-15,20,3,6000,214,4.8,95.3,22
"Trabajo_Argentino",2022-11-16,8,3,6000,363,5.3,102.7,18
"Malvinas_Argentinas",2022-11-16,4,2,4000,164,4.8,101.3,12
"Marcos_Paz",2022-11-16,16,5,10000,218,8.2,91.2,12
"Rectorado",2022-11-16,9,3,6000,242,4.7,82.5,15
"Gestion_estudiantil",2022-11-16,25,4,8000,274,9.2,97.5,26
"Biblioteca",2022-11-16,19,2,4000,246,3.9,104.8,24
"Laboratorios",2022-11-16,16,5,10000,286,8.7,83.9,24
"Invernaula",2022-11-16,26,3,6000,198,6.4,88.3,10
"Auditorio",2022-11-16,4,2,4000,229,3.7,97.9,18
"PIA",2022-11-16,32,3,6000,242,4.7,94,12
"Playon",2022-11-16,14,3,6000,211,6.9,91,30
"Gratuidad_Universitaria",2022-11-16,4,2,4000,241,3.4,104.6,13
"Justicia_Social",2022-11-16,7,4,8000,243,7.6,93,28
"Sede_Vergara",2022-11-16,40,4,8000,154,7.6,94.5,15
"Polideportivo",2022-11-16,11,2,4000,252,4.6,99.8,20
"Escuela_Universitaria_de_Ingles",2022-11-16,8,3,6000,167,4.7,102,27
"Trabajo_Argentino",2022-11-17,14,3,6000,421,6.1,102,16
"Marcos_Paz",2022-11-17,26,4,8000,222,7.3,88.6,10
"Rectorado",2022-11-17,12,2,4000,103,4.2,93,24
"Gestion_estudiantil",2022-11-17,33,2,4000,243,3.6,96.3,28
"Biblioteca",2022-11-17,41,4,8000,274,8.2,93.4,11
"Laboratorios",2022-11-17,17,2,4000,106,4.9,92.7,23
"Invernaula",2022-11-17,25,3,6000,261,5.6,92.6,27
"Auditorio",2022-11-17,12,5,10000,144,12,83.9,18
"PIA",2022-11-17,36,5,10000,146,7.8,90.7,11
"Playon",2022-11-17,22,3,6000,157,5.3,90.1,21
"Gratuidad_Universitaria",2022-11-17,13,2,4000,241,4,92.7,10
"Justicia_Social",2022-11-17,12,5,10000,177,9.7,96.8,27
"Sede_Vergara",2022-11-17,35,2,4000,292,3.1,91.2,29
"Polideportivo",2022-11-17,6,4,8000,109,8,95.8,18
"Escuela_Universitaria_de_Ingles",2022-11-17,23,5,10000,251,12,88.5,24
"Trabajo_Argentino",2022-11-18,46,3,6000,343,6.9,97.5,18
"Malvinas_Argentinas",2022-11-18,8,4,8000,157,9.5,92.1,11
"Marcos_Paz",2022-11-18,21,5,10000,264,11.1,92.1,21
"Rectorado",2022-11-18,20,2,4000,191,4.9,97.8,17
"Gestion_estudiantil",2022-11-18,32,4,8000,249,9.3,90.8,17
"Biblioteca",2022-11-18,34,4,8000,127,9.1,89.4,19
"Laboratorios",2022-11-18,18,3,6000,289,5.9,102.4,19
"Invernaula",2022-11-18,26,4,8000,289,9.5,79.4,12
"Auditorio",2022-11-18,10,2,4000,234,4.2,96.1,11
"PIA",2022-11-18,43,3,6000,113,5.9,97.9,20
"Playon",2022-11-18,13,3,6000,143,4.6,91.7,12
"Gratuidad_Universitaria",2022-11-18,15,3,6000,226,5.5,93.5,15
"Justicia_Social",2022-11-18,36,3,6000,288,4.6,90.3,23
"Sede_Vergara",2022-11-18,35,5,10000,209,9.2,93.3,10
"Polideportivo",2022-11-18,25,3,6000,149,5.4,89.5,27
"Escuela_Universitaria_de_Ingles",2022-11-18,26,4,8000,120,7,92.2,16
"Trabajo_Argentino",2022-11-19,38,5,10000,320,8.3,100,13
"Malvinas_Argentinas",2022-11-19,1,2,4000,151,4.6,101,15
"Marcos_Paz",2022-11-19,24,2,4000,125,5,102.6,26
"Rectorado",2022-11-19,21,4,8000,228,6.4,98.7,10
"Gestion_estudiantil",2022-11-19,36,5,10000,165,8.6,80.5,28
"Biblioteca",2022-11-19,38,3,6000,200,6.4,93.3,30
"Laboratorios",2022-11-19,23,4,8000,259,6.1,96.5,25
"Invernaula",2022-11-19,44,5,10000,260,8.1,95.2,18
"Auditorio",2022-11-19,47,4,8000,292,9.8,96.4,21
"PIA",2022-11-19,23,5,10000,260,8.4,91.8,19
"Playon",2022-11-19,30,2,4000,133,3.3,95.3,23
"Gratuidad_Universitaria",2022-11-19,20,4,8000,265,9.3,84,27
"Justicia_Social",2022-11-19,51,3,6000,233,5.1,102.1,16
"Sede_Vergara",2022-11-19,38,3,6000,270,6.1,92.6,15
"Polideportivo",2022-11-19,37,3,6000,254,5.8,87.9,21
"Escuela_Universitaria_de_Ingles",2022-11-19,52,3,6000,225,5.8,93.9,23
"Malvinas_Argentinas",2022-11-20,4,5,10000,217,9.4,88.5,23
"Marcos_Paz",2022-11-20,36,3,6000,200,6.6,96,10
"Rectorado",2022-11-20,24,3,6000,242,7.4,88.6,15
"Gestion_estudiantil",2022-11-20,36,2,4000,198,4,92.7,16
"Laboratorios",2022-11-20,6,4,8000,256,9.8,85.7,23
"Auditorio",2022-11-20,44,5,10000,249,12,84.4,18
"PIA",2022-11-20,27,4,8000,201,8,91.9,25
"Playon",2022-11-20,21,3,6000,264,4.8,90.3,22
"Justicia_Social",2022-11-20,46,3,6000,196,5.8,91.7,24
"Sede_Vergara",2022-11-20,26,2,4000,261,3.2,95.3,30
"Escuela_Universitaria_de_Ingles",2022-11-20,101,2,4000,251,4.6,92.3,14
"Trabajo_Argentino",2022-11-21,10,5,10000,513,9.5,90.1,11
"Marcos_Paz",2022-11-21,24,2,4000,131,4,90.6,13
"Rectorado",2022-11-21,12,4,8000,246,6.1,92.2,26
"Gestion_estudiantil",2022-11-21,20,3,6000,144,5,91.1,21
"Biblioteca",2022-11-21,20,3,6000,107,4.9,100.9,29
"Laboratorios",2022-11-21,11,5,10000,132,9.4,87.5,22
"Auditorio",2022-11-21,5,2,4000,211,3.8,93.7,18
"PIA",2022-11-21,24,3,6000,173,7.4,92.1,29
"Playon",2022-11-21,3,5,10000,171,8.4,99.2,23
"Gratuidad_Universitaria",2022-11-21,33,2,4000,235,3.9,96.9,25
"Justicia_Social",2022-11-21,10,4,8000,283,8,97.5,30
"Sede_Vergara",2022-11-21,29,2,4000,104,3.3,90.8,26
"Polideportivo",2022-11-21,8,5,10000,107,10.8,89.7,28
"Escuela_Universitaria_de_Ingles",2022-11-21,18,4,8000,181,7,97.1,16
"Trabajo_Argentino",2022-11-22,35,4,8000,553,7.9,85.7,21
"Malvinas_Argentinas",2022-11-22,9,3,6000,186,4.6,89.9,24
"Marcos_Paz",2022-11-22,28,3,6000,223,5.8,88.6,28
"Rectorado",2022-11-22,6,2,4000,241,4.5,98.3,15
"Gestion_estudiantil",2022-11-22,33,2,4000,133,3.2,93.1,11
"Biblioteca",2022-11-22,53,3,6000,286,5.5,89.8,15
"Laboratorios",2022-11-22,29,5,10000,111,7.5,87.3,17
"Invernaula",2022-11-22,21,3,6000,232,5,93.7,20
"Auditorio",2022-11-22,18,3,6000,240,6.7,87.8,27
"PIA",2022-11-22,27,3,6000,159,5.2,94.8,12
"Playon",2022-11-22,16,5,10000,257,12.3,89.6,27
"Gratuidad_Universitaria",2022-11-22,7,3,6000,256,7.4,91.3,16
"Justicia_Social",2022-11-22,29,2,4000,188,3.9,103.7,21
"Sede_Vergara",2022-11-22,53,4,8000,272,8.5,93.1,27
"Polideportivo",2022-11-22,16,4,8000,294,6.3,101.7,16
"Escuela_Universitaria_de_Ingles",2022-11-22,31,5,10000,150,10,85.5,28
"Trabajo_Argentino",2022-11-23,8,3,6000,578,7.1,92.1,18
"Marcos_Paz",2022-11-23,40,4,8000,146,9.8,95.2,22
"Rectorado",2022-11-23,18,2,4000,182,3.9,101.6,14
"Gestion_estudiantil",2022-11-23,23,2,4000,108,4.8,98.5,27
"Laboratorios",2022-11-23,7,3,6000,231,7.4,90.3,27
"Invernaula",2022-11-23,40,2,4000,270,4.3,98,29
"Auditorio",2022-11-23,23,4,8000,176,9.3,94.5,18
"PIA",2022-11-23,37,4,8000,194,8.9,90.5,13
"Playon",2022-11-23,20,2,4000,233,3.4,93.4,19
"Gratuidad_Universitaria",2022-11-23,31,3,6000,234,6.3,94.3,27
"Justicia_Social",2022-11-23,41,3,6000,125,5.4,95,28
"Sede_Vergara",2022-11-23,11,5,10000,167,12.2,88.5,10
"Polideportivo",2022-11-23,2,5,10000,110,11.6,97.8,29
"Escuela_Universitaria_de_Ingles",2022-11-23,13,5,10000,265,8.6,97.7,29
"Trabajo_Argentino",2022-11-24,8,6,12000,329,14.6,78.1,20
"Marcos_Paz",2022-11-24,19,4,8000,246,6.5,92.2,27
"Rectorado",2022-11-24,9,3,6000,179,6.2,90.6,18
"Gestion_estudiantil",2022-11-24,17,3,6000,126,4.8,101.3,25
"Biblioteca",2022-11-24,43,2,4000,153,4.9,96.7,14
"Laboratorios",2022-11-24,10,4,8000,253,7.5,96.6,24
"Invernaula",2022-11-24,24,3,6000,232,5.1,94.3,26
"Auditorio",2022-11-24,7,3,6000,282,7.2,88.7,17
"PIA",2022-11-24,13,3,6000,219,5,98.3,16
"Playon",2022-11-24,23,5,10000,172,9.2,89,29
"Gratuidad_Universitaria",2022-11-24,6,4,8000,142,10,103,16
"Justicia_Social",2022-11-24,12,2,4000,153,3.1,105,13
"Sede_Vergara",2022-11-24,43,2,4000,160,4,97.9,19
"Polideportivo",2022-11-24,23,5,10000,251,12,88.9,29
"Escuela_Universitaria_de_Ingles",2022-11-24,12,2,4000,208,4.5,96.6,23
"Trabajo_Argentino",2022-11-25,26,4,8000,585,9.5,91.7,16
"Malvinas_Argentinas",2022-11-25,5,2,4000,207,3.7,86,28
"Marcos_Paz",2022-11-25,20,5,10000,254,7.9,92.5,24
"Rectorado",2022-11-25,8,3,6000,112,7.1,92.5,19
"Gestion_estudiantil",2022-11-25,27,3,6000,141,7.1,84.7,26
"Biblioteca",2022-11-25,42,5,10000,226,8.4,93.5,27
"Laboratorios",2022-11-25,15,2,4000,182,5,90.5,11
"Invernaula",2022-11-25,27,4,8000,208,8.7,88.6,24
"Auditorio",2022-11-25,16,4,8000,249,6.5,96.4,19
"PIA",2022-11-25,33,2,4000,194,4.1,95.5,19
"Playon",2022-11-25,17,2,4000,213,4.4,90.1,19
"Gratuidad_Universitaria",2022-11-25,29,5,10000,134,8.6,95.8,30
"Justicia_Social",2022-11-25,36,4,8000,290,6.7,88.8,23
"Sede_Vergara",2022-11-25,53,4,8000,273,7.7,89,29
"Polideportivo",2022-11-25,20,2,4000,181,3.7,95.3,12
"Escuela_Universitaria_de_Ingles",2022-11-25,36,5,10000,242,11.9,89.3,15
"Trabajo_Argentino",2022-11-26,32,6,12000,518,13,86,22
"Marcos_Paz",2022-11-26,36,3,6000,232,7.2,92.9,22
"Rectorado",2022-11-26,11,5,10000,281,10.3,91.7,12
"Gestion_estudiantil",2022-11-26,45,2,4000,113,3.6,97.8,20
"Biblioteca",2022-11-26,16,3,6000,216,6.8,79.8,18
"Laboratorios",2022-11-26,31,2,4000,203,3.3,94.9,30
"Invernaula",2022-11-26,41,5,10000,250,10.1,108.7,13
"Auditorio",2022-11-26,26,4,8000,103,6.2,89,11
"PIA",2022-11-26,29,5,10000,207,11.6,91.9,29
"Playon",2022-11-26,38,3,6000,258,6.6,103.4,27
"Gratuidad_Universitaria",2022-11-26,34,5,10000,296,8,87.7,14
"Justicia_Social",2022-11-26,36,5,10000,281,11.8,81.9,22
"Sede_Vergara",2022-11-26,45,4,8000,181,8.9,86.9,21
"Polideportivo",2022-11-26,26,4,8000,149,7.4,87.6,29
"Escuela_Universitaria_de_Ingles",2022-11-26,29,2,4000,293,4.5,97.9,25
"Malvinas_Argentinas",2022-11-27,2,5,10000,108,8.9,88.2,18
"Marcos_Paz",2022-11-27,35,5,10000,144,9.6,90.2,23
"Rectorado",2022-11-27,15,4,8000,160,9,85.2,18
"Gestion_estudiantil",2022-11-27,38,2,4000,153,3.1,86.7,11
"Auditorio",2022-11-27,26,5,10000,112,12.4,82.5,11
"PIA",2022-11-27,25,3,6000,266,4.9,94.9,26
"Playon",2022-11-27,13,2,4000,120,3.6,96.2,25
"Gratuidad_Universitaria",2022-11-27,52,5,10000,122,11.6,86.9,28
"Justicia_Social",2022-11-27,18,2,4000,265,5,89.4,29
"Sede_Vergara",2022-11-27,43,4,8000,162,9,90.8,16
"Escuela_Universitaria_de_Ingles",2022-11-27,24,4,8000,120,9.5,94.6,14
"Trabajo_Argentino",2022-11-28,12,5,10000,361,12.3,87.8,14
"Marcos_Paz",2022-11-28,26,5,10000,121,7.7,93.7,27
"Rectorado",2022-11-28,9,4,8000,231,8.5,93.1,30
"Gestion_estudiantil",2022-11-28,17,5,10000,235,11.4,82.9,23
"Biblioteca",2022-11-28,25,4,8000,245,7.8,89.8,20
"Laboratorios",2022-11-28,6,4,8000,274,8.2,96.6,20
"Auditorio",2022-11-28,12,5,10000,279,9.4,90.2,14
"PIA",2022-11-28,27,4,8000,122,9.3,94.8,30
"Justicia_Social",2022-11-28,15,3,6000,104,6.2,99.8,21
"Sede_Vergara",2022-11-28,29,3,6000,179,6.6,95.6,13
"Polideportivo",2022-11-28,29,4,8000,266,7.5,90.9,11
"Escuela_Universitaria_de_Ingles",2022-11-28,34,5,10000,132,11,92.8,20
"Trabajo_Argentino",2022-11-29,19,4,8000,471,8.1,87.1,20
"Malvinas_Argentinas",2022-11-29,1,5,10000,106,11.8,80.5,24
"Marcos_Paz",2022-11-29,27,4,8000,141,8.6,96.6,21
"Rectorado",2022-11-29,10,5,10000,184,9.1,85.4,27
"Gestion_estudiantil",2022-11-29,28,4,8000,179,7.4,95.9,26
"Biblioteca",2022-11-29,23,3,6000,164,4.9,93.2,10
"Laboratorios",2022-11-29,16,3,6000,284,6.9,88.8,10
"Auditorio",2022-11-29,9,4,8000,235,8.8,85,19
"PIA",2022-11-29,32,4,8000,117,7,96.5,20
"Playon",2022-11-29,18,5,10000,242,9,94.6,22
"Justicia_Social",2022-11-29,23,5,10000,244,9.3,90,12
"Sede_Vergara",2022-11-29,48,2,4000,272,4.2,104.7,24
"Escuela_Universitaria_de_Ingles",2022-11-29,42,3,6000,242,5.5,87.2,25
"Trabajo_Argentino",2022-11-30,15,5,10000,380,10.4,90.7,10
"Marcos_Paz",2022-11-30,27,3,6000,190,5.9,86.3,27
"Rectorado",2022-11-30,2,4,8000,127,7.6,92.4,28
"Gestion_estudiantil",2022-11-30,28,2,4000,151,3.1,96.9,22
"Biblioteca",2022-11-30,30,4,8000,214,6.8,89.7,16
"Laboratorios",2022-11-30,26,4,8000,137,6.8,89,22
"Auditorio",2022-11-30,20,2,4000,298,4.1,103.2,11
"PIA",2022-11-30,28,5,10000,277,8,87.2,23
"Playon",2022-11-30,19,2,4000,189,3.9,94.6,21
"Justicia_Social",2022-11-30,22,3,6000,143,5.8,91.8,12
"Sede_Vergara",2022-11-30,29,4,8000,103,7.2,91.2,26
"Polideportivo",2022-11-30,15,5,10000,133,9.8,94.9,20
"Escuela_Universitaria_de_Ingles",2022-11-30,11,5,10000,102,11.3,92.6,11
"Trabajo_Argentino",2022-12-01,22,4,8000,573,7.3,96.1,28
"Malvinas_Argentinas",2022-12-01,8,3,6000,245,5.6,95.9,25
"Marcos_Paz",2022-12-01,21,4,8000,230,8.5,86,16
"Rectorado",2022-12-01,9,4,8000,177,6.8,98.7,15
"Gestion_estudiantil",2022-12-01,1,5,10000,277,11.2,82.8,18
"Biblioteca",2022-12-01,29,3,6000,133,6.5,86.2,23
"Laboratorios",2022-12-01,18,2,4000,172,4.4,101,17
"Auditorio",2022-12-01,11,2,4000,120,3.8,97.6,29
"PIA",2022-12-01,37,3,6000,115,5,89.3,12
"Playon",2022-12-01,27,5,10000,273,9.4,98.8,30
"Gratuidad_Universitaria",2022-12-01,3,3,6000,132,5.3,96.2,11
"Justicia_Social",2022-12-01,55,5,10000,236,11.7,86,18
"Sede_Vergara",2022-12-01,37,5,10000,137,10.8,84.4,13
"Polideportivo",2022-12-01,5,3,6000,292,4.7,95.4,23
"Escuela_Universitaria_de_Ingles",2022-12-01,16,3,6000,216,6.6,93.9,10
"Trabajo_Argentino",2022-12-02,28,5,10000,303,9.2,89.8,21
"Malvinas_Argentinas",2022-12-02,9,5,10000,262,9,88.8,17
"Marcos_Paz",2022-12-02,28,3,6000,189,5.3,94.2,13
"Rectorado",2022-12-02,6,4,8000,149,9.4,86.7,15
"Gestion_estudiantil",2022-12-02,28,5,10000,250,7.6,80.4,24
"Biblioteca",2022-12-02,48,5,10000,217,8.2,94.1,17
"Laboratorios",2022-12-02,19,4,8000,102,8.3,90.8,17
"Auditorio",2022-12-02,33,5,10000,221,11.1,87.3,15
"PIA",2022-12-02,32,4,8000,143,8.7,83.6,29
"Playon",2022-12-02,34,5,10000,189,12,87.8,18
"Gratuidad_Universitaria",2022-12-02,6,5,10000,113,9.3,90.6,26
"Justicia_Social",2022-12-02,36,5,10000,228,11.6,89.3,15
"Sede_Vergara",2022-12-02,47,4,8000,224,6.3,98.2,29
"Polideportivo",2022-12-02,39,4,8000,102,9.6,85.8,20
"Escuela_Universitaria_de_Ingles",2022-12-02,31,5,10000,139,8.8,93.1,22
"Trabajo_Argentino",2022-12-03,36,3,6000,503,4.6,95.3,11
"Malvinas_Argentinas",2022-12-03,5,5,10000,220,11.3,87,18
"Marcos_Paz",2022-12-03,30,4,8000,155,6.6,91.4,13
"Rectorado",2022-12-03,14,4,8000,148,8.4,94.2,17
"Gestion_estudiantil",2022-12-03,57,4,8000,221,7.7,95.5,12
"Biblioteca",2022-12-03,24,5,10000,265,9.6,86.6,12
"Laboratorios",2022-12-03,24,5,10000,158,7.6,89.4,27
"Auditorio",2022-12-03,35,2,4000,201,4.8,88.2,13
"PIA",2022-12-03,37,5,10000,143,10.9,83.2,23
"Playon",2022-12-03,28,2,4000,163,4.1,93,19
"Gratuidad_Universitaria",2022-12-03,30,5,10000,170,10.8,93.7,26
"Justicia_Social",2022-12-03,46,2,4000,111,3,91.9,20
"Sede_Vergara",2022-12-03,49,3,6000,194,5.5,94.4,27
"Polideportivo",2022-12-03,26,3,6000,190,5.8,98.5,25
"Escuela_Universitaria_de_Ingles",2022-12-03,56,5,10000,238,12.4,91.6,17
"Trabajo_Argentino",2022-12-04,8,3,6000,426,6,91.4,30
"Malvinas_Argentinas",2022-12-04,1,5,10000,293,11.7,82.7,30
"Marcos_Paz",2022-12-04,38,3,6000,235,4.8,104.6,12
